id	short_content	full_content	authors	date	affiliations	url
702	Classifying XML Materialized Views for their maintenance on distributed Web sources	ce dernier année avoir mettre en évidence le croissance et le diversité des information électronique accessible sur le web . ce être ainsi que le système de intégration de donnée tel que un médiateur avoir être concevoir pour intégrer ce donnée distribuer et hétérogène dans un vue uniforme . pour faciliter le intégration des donnée à travers différent système , XML avoir être adopter comme format standard pour échanger un information . XQuery être un langage de intégration des donnée à travers différent système , XML avoir être adopter comme format standard pour échanger un information . XQuery être un langage de interrogation pour XML qui clr être imposer pour le système baser sur XML . ainsi XQuery être employer sur un système de médiation pour concevoir un vue définir sur plusieurs source . pour optimiser le évaluation de requête , le vue être matérialiser lors de le mise à jour des source , car dans le contexte de source web , très peu de information être fournir par le source . le méthode habituellement proposer ne pouvoir pas être appliquer . ce article étudier comment mettre à jour des vue matérialiser XML sur un source web , au sein de un architecture de médiation . 	Tuyet-Tram Dang-Ngoc, Virginie Sans, Dominique Laurent	2005	@dept-info.u	1000331
703	Combinaison de fonctions de préférence par Boosting pour la recherche de passages dans les systèmes de question/réponse	combinaison de fonction de préférence par Boosting pour le recherche de passage dans le système de question  réponse  cln proposer un méthode de apprentissage automatique pour le sélection de passage susceptible de contenir le réponse à un question dans le système de Question-Réponse ( QR ) . le système de RI ad hoc ne être pas adapter à ce tâche car le passage rechercher ne devoir pas uniquement traiter du même sujet que le question mais en plus contenir son réponse . pour traiter ce problème le système actuel ré-ordonner le passage renvoyer par un moteur de recherche en considérer un critère sous forme de un somme pondérer de fonction de score . cln proposer de apprendre automatiquement le poids de ce combinaison , grâce à un algorithme de réordonnancement définir dans le cadre du Boosting , qui être habituellement déterminer manuellement . en plus du cadre de apprentissage proposer , le originalité de son approche résider dans le définition des fonction allouer un score de pertinence aux passage . cln valider son travail sur le base de question et de réponse de le évaluation TREC- 11 des système de QR . le résultat obtenir montrer un amélioration significatif des performance en terme de rappel et de précision par rapport à un moteur de recherche standard et à un méthode de apprentissage issue du cadre de le classification . 	Nicolas Usunier, Massih-Reza Amini, Patrick Gallinari	2005	@lip6.fr	1000169
704	Élagage et aide à l'interprétation symbolique et graphique d'une pyramide	élagage et aide à le interprétation symbolique et graphique de un pyramide  " le but de ce travail être de faciliter le interprétation de un classification pyramidal construire sur un tableau de donnée symbolique . . alors que dans un hiérarchie binaire le nombre de palier être égal à n-1 si n être le nombre de individu à classer , dans le cas de un pyramide ce dernier pouvoir atteindre n ( n-1 ) ou 2 . . Afin de réduire ce nombre , cln élaguer le pyramide et cln utiliser un critère de sélection de palier baser sur le hauteur . . de plus cln décrire tout le palier retenir par un variable que le cln sélectionner également en utiliser " " le degré de généralité " " ainsi que un mesure de dissimilarité de type symbolique-numérique . . le aide à le interprétation clr servir de outil graphique et interactif grâce à le bibliothèque OpenGL . . enfin un simulation montrer comment évoluer ce sélection quand le nombre de classe et de variable croire . " 	Kutluhan Kemal Pak, Mohamed Cherif Rahal, Edwin Diday	2005	@ceremade.dauphine.fr	1000226
705	Enrichissement sémantique de documents XML représentant des tableaux	enrichissement sémantique de document XML représenter un tableau  ce travail avoir pour objectif le construction automatique de un entrepôt thématique de donnée , à partir de document de format divers provenir du Web . le exploitation de ce entrepôt être assurer par un moteur de interrogation fonder sur un ontologie . son attention porter plus précisément sur le tableau extrait de ce document et convertir au format XML , aux tag exclusivement syntaxique . ce article présenter le transformation de ce tableau , sous forme XML , en un formalisme enrichir sémantiquement dont le plupart des tag et des valeur être un terme construire à partir de le ontologie . 	Fatiha Saïs, Hélène Gagliardi, Ollivier Haemmerlé, Nathalie Pernelle	2005	@lri.fr, @inapg.fr	1000309
706	Évaluation des algorithmes LEM et eLEM pour données continues	évaluation des algorithme LEM et eLEM pour donnée continu  très populaire et très efficace pour le estimation de paramètre de un modèle de mélange , le algorithme EM présenter le inconvénient majeur de converger parfois lentement . son application sur un tableau de grand taille devenir ainsi irréalisable . afin de remédier à ce problème , plusieurs méthode avoir être proposer . cln présenter ici le comportement de un méthode connu , LEM , et de un variante que cln avoir proposer récemment eLEM . Celles -ci permettre de accélérer le convergence de le algorithme , tout en obtenir un résultat similaire à celui -ci . dans ce travail , cln clr concentrer sur le aspect classification , et cln illustrer le bon comportement de son variante sur un donnée continu simulé et réel . 	François-Xavier Jollois, Mohamed Nadif	2005	@univ-paris5.fr, @univ-metz.fr	1000231
707	Expériences de classification d'une collection de documents XML de structure homogène	expérience de classification de un collection de document XML de structure homogène  ce article présent différent expérience de classification de document XML de structure homogène , en vue de expliquer et de valider un présentation organisationnel pré-existant . le problème concerner le choix des élément et mots utiliser pour le classification et son impact sur le typologie induire . pour cela cln combiner un sélection structurel baser sur le nature des élément XML et un sélection linguistique baser sur un typage syntaxique des mots . cln illustrer ce principe sur le collection des rapport de activité 2003 des équipe de recherche de le Inria en chercher un groupement de équipe ( Thèmes ) à partir du contenu de différent party de ce rapport . cln comparer son premier résultat avec le thème de recherche officiel de le Inria . 	Thierry Despeyroux, Yves Lechevallier, Brigitte Trousse, Anne-Marie Vercoustre	2005	@inria.fr	1000243
708	Expérimentations sur un modèle de recherche d'information utilisant les liens hypertextes des pages Web	expérimentation sur un modèle de recherche de information utiliser le lien hypertexte des page Web  le fonction de correspondance , qui permettre de sélectionner et de classer le document par rapport à un requête être un composer essentiel dans tout système de recherche de information . cln proposer de modéliser un fonction de correspondance prendre en compte à le fois le contenu et le lien hypertexte des page Web . cln avoir expérimenter son système sur le collection de test TREC- 9 , et cln conclure que pour certain type de requête , inclure le texte ancrer associer aux lien hypertexte des page dans le fonction de similarité clr avérer plus efficace . 	Bich-Liên Doan, Idir Chibane	2005	@supelec.fr, @supelec.fr	1000264
709	Extension de l'algorithme Apriori et des règles d'association aux cas des données symboliques diagrammes et intervalles	extension de le algorithme Apriori et des règle de association aux cas des donnée symbolique diagramme et intervalle  cln traiter le extension de le algorithme Apriori et des règle de association aux cas des donnée symbolique diagramme et intervalle . le méthode proposer cln permettre de découvrir un règle de association au niveau des concept . ce extension impliquer notamment un nouveau définition pour le support et le confiance afin de exploiter le structure symbolique des donnée . Au fil de le article le exemple classique du panier de le ménagère être développer . ainsi , plutôt que de extraire un règle entre différent article appartenir à un même transaction enregistrer dans un magasin comme dans le cas classique , cln extraire un règle de association au niveau des client afin de étudier son comportement de achat . 	Filipe Afonso, Edwin Diday	2005	@ceremade.dauphine.fr, @ceremade.dauphine.fr	1000348
710	Extension des bases de données inductives pour la découverte de chroniques	extension des base de donnée inductif pour le découverte de chronique  le base de donnée inductif intégrer le processus de fouille de donnée dans un base de donnée qui contenir à le fois le donnée et le connaissance induire . cln cln proposer de étendre le donnée traiter afin de permettre le extraction de motif temporel fréquent et non fréquent à partir de un ensemble de séquence de évènement . le motif temporel viser être un chronique qui permettre de exprimer un contrainte numérique sur le délai entre le occurrence de évènement . 	Alexandre Vautier, Marie-Odile Cordier, Rene Quiniou	2005	@irisa.fr	1000314
711	Extraction Bayésienne et intégration de patterns représentés suivant les K plus proches voisins pour le go 19x19	extraction Bayésienne et intégration de pattern représenter suivant le K plus proche voisins pour le go 19x19  ce article décrire le génération automatique et le utilisation de un base de pattern pour le go 19x19 . le représentation utiliser être celui des K plus proche voisins . le pattern être engendrer en parcourir un party de professionnel . le probabilité de appariement et de jeu des pattern être également estimer à ce moment là . le base créer être intégrer dans un programme existant , Indigo . soit cln être utiliser comme un livre de ouverture en début de partie , soit comme un extension des base pré-existant du générateur de coup du programme . en terme de niveau de jeu , le gain résulter être estimer à 15 point en moyenne . 	Bruno Bouzy, Guillaume Chaslot	2005	@univ-paris5.fr, @ec-lille.fr	1000212
712	Extraction bilingue de termes médicaux dans un corpus  parallèle anglais/français	extraction bilingue de terme médical dans un corpus parallèle anglais  français  le Catalogue et Index des Sites Médicaux Francophones ( CISMeF ) recenser le principal ressource institutionnel de santé en français . le description de ce ressource , puis son accès par le utilisateur , clr faire grâce à le terminologie CISMeF , fonder sur le thésaurus américain Medical Subject Headings ( MeSH ) . le version français du MeSH comprendre tout le descripteur MeSH , mais un nombreux synonyme américain rester à traduire . afin de enrichir le terminologie , cln proposer ici un méthode de traduction automatique de ce synonyme . pour ce faire , cln avoir constituer deux corpus parallèle anglais  français du domaine médical . après alignement semi-automatique des corpus paragraphe à paragraphe , cln avoir procéder automatiquement à le appariement bilingue des terme . pour cela , le lexique constituer des descripteur MeSH américain et de son traduction en français avoir fournir le couple amorce qui avoir servir de point de départ à le propagation syntaxique des lien de appariement . 217 synonyme avoir pouvoir être traduire , avec un précision de 70 \pourcent . 	Aurélie Névéol, Sylwia Ozdowska	2005	@insa-rouen.fr, @stics, @univ-tlse2.fr	1000413
713	Extraction de la localisation des termes pour le classement des documents	extraction de le localisation des terme pour le classement des document  trouver et classer le document pertinent par rapport à un requête être fondamental dans le domaine de le recherche de information . son étude reposer sur le localisation des terme dans le document . cln poser le hypothèse que plus le occurrence des terme de un requête clr retrouver proche dans un document alors plus ce dernier devoir être positionner en tête de le liste de réponse . cln présenter deux variante de son modèle à zone de influence , le premier être baser sur un notion de proximité flou et le seconde sur un notion de pertinence local . 	Annabelle Mercier, Michel Beigbeder	2005	@emse.fr	1000269
714	Extraction de règles d'association quantitatives application à des données médicales	extraction de règle de association quantitatif application à un donnée médical  le extraction de règle de association être devenir aujourde hui un tâche populaire en fouille de donnée . cependant , le algorithme Apriori et son variante rester dédier aux base de donnée renfermer un information catégorique . cln proposer dans ce article QuantMiner , qui être un outil que cln avoir développer dans le but de extraire un règle de association gérer variable catégorique et numérique . le outil que cln proposer reposer sur un algorithme génétique permettre de découvrir de façon dynamique le intervalle des variable numérique apparaître dans le règle . cln présenter également un application réel de son outil sur un donnée médical relative à le maladie de le athérosclérose et donner un résultat de son expérience pour le description et le caractérisation de ce maladie . 	Cyril Nortet, Ansaf Salleb-Aouissi, Teddy Turmeaux, Christel Vrain	2005	@lifo.univ, @irisa.fr	1000352
715	Extraction de termes centrée autour de l'expert	extraction de terme centrer autour de le expert  cln développer un logiciel , Exit , capable de aider un expert à extraire un terme que ilimp trouver pertinent dans un texte de spécialité . tout être mettre en place pour faciliter le travail de le expert afin que ilimp pouvoir consacrer son temps à le seul reconnaissance des terme pertinent . pour cela , différent mesure statistique et un nombreux option de extraction être disponible dans Exit . afin de utiliser au mieux le connaissance de le expert , son approche être semi-automatique . de plus , le expert construire des terme pouvoir inclure un terme précédemment extrait ce qui rendre itératif et constructif son processus de formation des terme . enfin , le ergonomie du logiciel avoir profiter un enseignement tirer lors de son utilisation pour un compétition international de extraction de connaissance . 	Thomas Heitz, Mathieu Roche, Yves Kodratoff	2005	@lri.fr	1000425
716	Forage distribué des données : une comparaison entre l'agrégation d'échantillons et l'agrégation de règles	forage distribuer des donnée : un comparaison entre le agrégation de échantillon et le agrégation de règle  pour cld attaquer au problème du forage de très grand base de donnée distribuer , cln proposer de étudier deux approche . le premier être de télécharger seulement un échantillon de chaque base de donnée puis de cll effectuer le forage . le deuxième approche être de miner à distance chaque base de donnée indépendamment , puis de télécharger le modèle résultant , sous forme de règle de classification , dans un site central où le agrégation de ce dernier être réaliser . dans ce article , cln présenter un vue de ensemble des technique de échantillonnage le plus commun . cln présenter ensuite ce nouveau technique de forage distribuer des donnée où le mécanique de agrégation être baser sur un coefficient de confiance attribuer à chaque règle et sur de très petit échantillon de chaque base de donnée . le coefficient de confiance de un règle être calculer par un moyens statistique en utiliser le théorème limite central . en conclusion , cln présenter un comparaison entre le meilleur technique de échantillonnage que cln avoir trouver dans le littérature , et son approche de forage distribuer des donnée ( FDD ) baser sur le agrégation de modèle . 	Mohamed Aounallah, Sébastien Quirion, Guy W. Mineau	2005	@ift.ulaval.ca, @ift.ulaval.ca, @gel.ulaval.ca	1000211
717	Fouille de graphes et découverte de règles d'association : application à l'analyse d'images de document	fouille de graphe et découverte de règle de association : application à le analyse de image de document  ce article présenter un méthode permettre le découverte non supervisé de motif fréquent représentatif de symbole sur un image de document . le symbole être considérer comme un entité graphique porteur de information et le image de document être représenter par un graphe relationnel attribuer . dans un premier temps , le méthode réaliser le découverte de sous-graphe disjoint fréquent et faire correspondre pour chacun de lui un symbole différent . un recherche des règle de association entre ce symbole permettre alors de accéder à un partie des connaissance du domaine décrire par ce symbole . le objectif à terme être de utiliser le symbole découvert pour le classification ou le recherche de image dans un flux hétérogène de document là ou un approche superviser ne être pas envisageable . 	Eugen Barbu, Pierre Héroux, Sébastien Adam, Éric Trupin	2005	@univ-rouen.fr	1000341
718	Fouille de textes pour orienter la construction d'une ressource terminologique	fouille de texte pour orienter le construction de un ressource terminologique  le finalité de ce papier être de analyser le apport de technique de fouille de donnée textuel à un méthodologie de construction de ontologie à partir de texte . le domaine de application de ce expérimentation être celui de le accidentologie routier . dans ce contexte , le résultat des technique de fouille de donnée textuel être utiliser pour orienter le construction de un ressource terminologique à partir de procès-verbal de accident . le méthode TERMINAE et le outil du même nom offrir le cadre général pour le modélisation de le ressource . le papier présent le technique de fouille employer et le intégration des résultat des fouille dans le différent étape du processus de construction de le ressource . 	Valentina Ceausu, Sylvie Desprès	2005	@univ-paris5.fr, @univ-paris5.fr	1000261
719	Hiérarchisation des règles d'association en fouille de textes	hiérarchisation des règle de association en fouille de texte  le extraction de règle de association être souvent exploiter comme méthode de fouille de donnée . cependant , un des limite de ce approche venir du très grand nombre de règle extraire et de le difficulté pour le analyste à appréhender le totalité de ce règle . cln proposer donc de pallier ce problème en structurer le ensemble des règle de association en hiérarchie . le structuration des règle clr faire à deux niveau . un niveau global qui avoir pour objectif de construire un hiérarchie structurer le règle extraire des donnée . cln définir donc un premier type de subsomption entre règle issue de le subsomption dans le treillis de Galois . le second niveau correspondre à un analyse local des règle et générer pour un règle donner un hiérarchie de généralisation de ce règle qui reposer sur un connaissance complémentaire exprimer dans un modèle terminologique . ce niveau faire appel à un second type de subsomption inspirer de le subsomption en programmation logique inductif . cln définir ce deu type de subsomption , développer un exemple montrer le intérêt de le approche pour le analyste et étudier le propriété formel des hiérarchie ainsi proposer . 	Rokia Bendaoud, Yannick Toussaint, Amedeo Napoli	2005	@loria.fr	1000268
720	Intégration efficace des arbres de décision dans les SGBD : utilisation des index bitmap	intégration efficace des arbre de décision dans le SGBD : utilisation des index bitmap  cln présenter dans ce article un nouveau approche de fouille qui permettre de appliquer un algorithme de construction de arbre de décision en répondre à deux objectif : ( 1 ) traiter un base volumineux , ( 2 ) en un temps de traitement acceptable . le premier objectif être atteindre en intégrer ce algorithme au coeur des SGBD , en utiliser uniquement le outil fournir par ce dernier . toutefois , le temps de traitement demeurer long , en raison des nombreux lecture de le base . cln montrer que , grâce aux index bitmap , cln réduire à le fois le taille de le base de apprentissage et le temps de traitement . pour valider son approche , cln avoir implémenter le méthode ID3 sous forme de un procédure stocker dans le SGBD Oracle . 	Cécile Favre, Fadila Bentayeb	2005	@univ-lyon2.fr	1000281
721	L'automate textuel pour la prise en compte de l'évolution du texte	le automate textuel pour le prise en compte de le évolution du texte  ilimp ne être plus à rappeler que le corpus textuel , être tel que ilimp être actuellement , intraitable à le échelle que son croissance cld confirmer le obligation de utiliser un outil automatique de traitement . ce article clr intéresser plus particulièrement à le caractérisation de texte et par là même à celui de auteur . A le heure actuel , tout le méthode existant travailler sur le document finir , sans admettre que un cheminement exister entre le début du document et son fin . cln proposer un méthode tentant de apporter ce notion de évolution textuel en traiter le texte par un automate et le évaluation choisir . puis cln présenter un résultat valider par un expert , obtenir sur un corpus de entretien sociologique . 	Hubert Marteau, Nicole Vincent	2005	@univ-tours.fr, @univ-paris5.fr	1000276
722	La démarche ontologique pour la gestion des compétences et des connaissances	le démarche ontologique pour le gestion des compétence et des connaissance  " le gestion des ressource humain reposer de un part sur le connaissance des individu et de son compétence et de autre part sur le connaissance de le organisation et de son métier . . ce être par le " " mettre en correspondance " " de ce connaissance que ilimp être possible de améliorer le emploi , de valoriser le connaissance et le compétence individuel et de mieux gérer le organisation . . ce mise en correspondance nécessiter un représentation explicite des connaissance , ce qui permettre de répondre à un nouveau besoin : annuaire de compétence , gestion des projet et des retour de expérience , identification des connaissance à risque , etc. cln voir dans le cadre de ce article le intérêt de le approche ontologique tant de un point de vue méthodologique pour le clarification des notion mettre en jeu dans le cadre de le GPECC ( Gestion Prévisionnelle des Emplois des Compétences et des connaissance ) que pour le construction , le représentation et le maintenance des référentiel des compétence , un connaissance et des métier . . cln permettre en particulier un gestion de le information par le terminologie et le sens métier propre à le organisation . " 	Christophe Roche, Charles Foveau, Samah Reguigui	2005	@univ-savoi, @ontologos-corp.com, @ontologos-corp.com	1000299
723	Logiciel d'aide à l'étiquetage morpho-syntaxique de  textes de spécialité	logiciel de aide à le étiquetage morpho- syntaxique de texte de spécialité  le compréhension de texte de spécialité nécessiter un étiquetage morpho- syntaxique de bon qualité . or , lorsque le texte étudier être issir de domaine spécifique et peu usiter , ilimp être rare de disposer de dictionnaire et autre ressource lexical fiable . le logiciel que cln proposer permettre de utiliser un étiquetage réaliser par un étiqueteur généraliste , puis de améliorer ce étiquetage en intégrer un connaissance de expert du domaine étudier . grâce au logiciel développer , ilimp être relativement aisé pour un expert du domaine de détecter un erreur de étiquetage et de mettre en place des règle de ré-étiquetage . ce règle pouvoir être obtenir de deux manière différent : ( 1 ) soit en utiliser un langage de programmation permettre de exprimer un règle complexe de ré-étiquetage , ( 2 ) soit par apprentissage automatique des règle à partir de exemple corriger au moyen de un interface dédier . ce apprentissage proposer un nouveau règle à le expert , acquérir automatiquement . 	Ahmed Amrani, Jérôme Azé, Yves Kodratoff	2005	@esiea.fr, @lri.fr	1000421
724	Manipulation et fusion de données multidimensionnelles	manipulation et fusion de donnée multidimensionnel  ce article définir un algèbre permettre de manipuler un table dimensionnel extraire de un base de donnée multidimensionnel . le algèbre intégrer un noyau minimum de opérateur unaire permettre de effectuer le analyse décisionnel par combinaison de opérateur . ce algèbre intégrer un opérateur binaire permettre le fusion de table dimensionnel faciliter le corrélation des sujet analyser . 	Franck Ravat, Olivier Teste, Gilles Zurfluh	2005	@irit.fr	1000286
725	Méthode de construction d'ontologie de termes à partir du treillis de l'iceberg de Galois	méthode de construction de ontologie de terme à partir du treillis de le iceberg de Galois  " le approche présenter dans ce article avoir pour objectif le construction de un ontologie à partir du treillis de le iceberg de Galois . . cln entendre par ontologie un ensemble de terme structurer entre lui par un ensemble de lien de divers type . . dans son cas de étude , ce ontologie constituer un support de connaissance " " documentaire " " . . en effet , cln pouvoir être utiliser dans divers application en recherche de Information ( RI ) , tel que le indexation automatique et le expansion de requête ainsi que en text-mining . . le méthode de construction que cln proposer être fonder sur le analyse formel de concept ( AFC ) et plus précisément , le structure du treillis de le iceberg de Galois . . en utiliser ce structure hiérarchique partiellement ordonner , cln présenter un translation direct des relation laticiel vers celui ontologique . . cln proposer ainsi de enrichir le ontologie dériver par un règle associatif générique entre terme , découvrir dans le cadre de un processus de text-mining . " 	Cherif Chiraz Latiri, Mehdi Mtir, Sadok Ben Yahia	2005	@gnet.tn, @fst.rnu.tn, @voila.fr	1000304
726	Mining Frequent Queries in Star Schemes	le extraction de tout le requête fréquent dans un base de donnée relationnel être un problème di±cile , même si le cln ne considérer que un requête conjonctif . cln montrer que ce problème devenir possible dans le cas suivant : le schéma de le base être un schéma en étoile , et le donnée satisfaire un ensemble de dépendance fonctionnel et de contrainte référentiel . de plus , le schéma en étoile être approprié pour le entrepôt de donnée et que le dépendance fonctionnel et le contrainte référentiel être le contrainte le plus usuel dans le base de donnée . en considérer le modèle des instance faible , cln montrer que le requête fréquent exprimer par sélection-projection pouvoir être extraire par un algorithme de type Apriori . 	Tao-Yuan Jen, Dominique Laurent, Nicolas Spyratos, Oumar Sy	2005	@dept-info.u, @lri.fr, @ugb.sn	1000283
727	Modélisation de connaissances pour un système de médiation	modélisation de connaissance pour un système de médiation  travailler sur le élaboration de un méthodologie de développement de système de médiation intégrer dans un système coopératif , cln avoir proposer un architecture à 3 composant : le premier concerner le coopération , le second le assistance et le troisième être relatif aux connaissance nécessaire aux 2 précédent . dans ce article cln présenter plus particulièrement le point de vue des connaissance . ce connaissance être de 2 nature : un connaissance statique , sur le domaine par exemple , et des connaissance acquérir pendant le utilisation coopératif du système , notamment le mémoire des activité et le description des acte de résolution de problème . pour illustrer ce modélisation de connaissance , cln cld intéresser aux activité coopératif de suivi , de gestion et de évaluation de projet de étudiant , assister par le outil iPédagogique . 	Victoria Eugenia Ospina, Alain-Jérôme Fougères, Manuel Zacklad	2005	@utbm.fr, @utt.fr	1000383
728	Modélisation des individus et de leurs relations pour l'aide à l'intégration des individus dans l'organisation	modélisation des individu et de son relation pour le aide à le intégration des individu dans le organisation  le objectif de ce papier être de présenter un contribution à le modélisation des individu et de son relation pour permettre le aide à le intégration des acteur dans un organisation . cln étudier en particulier le cas du remplacement de un acteur ( « turn-over » ) . dans ce cadre , cln proposer un modèle regrouper un ensemble de donnée relative à un individu , aux relation que celui -ci entretenir avec le autre acteur et à son espace informationnel . le étude porter sur le mise en oeuvre de mécanisme de aide fournir à un acteur le moyens de son intégration : le mise à disposition de un image des espace informationnel et relationnel de son prédécesseur ainsi que le mise en relation de le acteur avec le autre acteur de le organisation . ce étude être mener en partenariat avec un expert en GRH . 	Marie-Françoise Canut, Max Chevalier, André Péninou, Florence Sedes	2005	@iut-blagnac.fr, @iut-blagnac.fr, @irit.fr, @irit.fr	1000392
729	Modélisation des interactions entre individus avec AgentUML	modélisation des interaction entre individu avec AgentUML  pour faciliter le étude de certain phénomène , un outil de simulation avoir être créer dans un nombreux domaine . le étude du comportement humain à jusque là échapper à ce tendance . Aujourd' hui , le système multi-agent coupler aux avancée des science humain fournir le base nécessaire à le élaboration de ce type de outil . ce article clr inscrire ainsi dans ce dynamique avec le objectif de développer un outil de simulation du comportement de individu traumatiser crânien sur un chaîne de production . ce outil devoir permettre le collecte de le connaissance relative au système étudier et fournir un aide à le décision pour le responsable de le entreprise . ce article proposer un modélisation des interaction entre individu dans le formalisme AgentUML . un implémentation du modèle au sein de un outil de simulation fonctionnel et le résultat obtenir être également présenter . A terme , le but être le production de donnée de simulation exploitable par un technique de ECD . 	Stéphane Daviet, Fabrice Guillet, Henri Briand, Adina Magda Florea, Vincent Philippé	2005	@kowesis.fr, @univ-nantes.fr, @cs.pub.ro	1000399
730	Modélisation d'objets mobiles dans un entrepôt de données	modélisation de objet mobile dans un entrepôt de donnée  le gestion de objet mobile avoir connaître un regain de intérêt ce dernier année , particulièrement dans le but de gérer et de prédire le localisation de objet mobile . cependant , ilimp cll avoir peu de recherche sur le exploitation de historique de base de objet mobile . le premier étape dans ce processus être le mise en oeuvre de un entrepôt de objet mobile . seulement , le modèle de entrepôt existant ne permettre pas de traiter directement ce type de donnée complexe . ce article présenter un approche original pour pallier ce problème . ce approche offrir le puissance de le algèbre OLAP sur tout combinaison de donnée classique , spatial et-ou temporel et mobile . cln avoir être valider par un prototype et appliquer à le analyse de le mobilité urbaine1 . le résultat de le expérimentation montrer le validité de le approche et le test de performance son efficacité . 	Tao Wan, Karine Zeitouni	2005	@prism.uvsq.fr, @prism.uvsq.fr	1000284
731	Modélisation d'un agent émotionnel en UML et RDF	modélisation de un agent émotionnel en UML et RDF  pouvoir extraire de le connaissance à partir de un plate-forme de simulation être aujourde hui envisageable en conjuguer le avancée obtenir en Intelligence Artificielle autour un système multi-agent et le méthode de formalisation et de extraction des connaissance . ce être donc dans un cadre général de gestion des connaissance que cln proposer de modéliser un agent artificiel doter de connaissance et de émotion . pour cela , un expertise psychologique avoir être recueillir et formaliser de manière à être stocker dans un base de connaissance sous forme de règle et de classe en UML et RDF . le implémentation du modèle permettre de entrevoir le perspective de un tel simulation : enrichissement par un donnée issu de simulation , découverte de nouveau connaissance par le application de processus de ECD . 	Hélène Desmier, Fabrice Guillet, Adina Magda Florea, Henri Briand, Vincent Philippé	2005	@performanse.fr, @univ-nantes.fr, @cs.pub.ro	1000406
732	Motifs séquentiels flous : un peu, beaucoup, passionément	motif séquentiel flou : un peu , beaucoup , passionément  le plupart des base de donnée issu du monde réel être constituer de donnée numérique et historié ( donnée de capteur , donnée scientifique , donnée démographique ) . dans ce cadre le algorithme de extraction de motif séquentiel , se cln être adapter au caractère temporel des donnée ne permettre pas le traitement de donnée numérique . être donner être alors pré-traiter pour cla transformer en donnée binaire , ce qui entraîner un perte de information . un algorithme avoir donc être proposer pour traiter le donnée numérique sous forme de intervalle et de intervalle flou notamment . en ce qui concerner le recherche de motif séquentiel fonder sur un intervalle flou , le deu méthode de le littérature ne être pas satisfaisant car incomplet être dans le traitement des séquence être dans le calcul du support . 	Céline Fiot, Anne Laurent, Maguelonne Teisseire	2005		1000357
733	Notion de sémantiques bien-formées pour les règles	notion de sémantique bien-formée pour le règle  le notion de règle entre attribut être très général , aller un règle de association en fouille de donnée aux dépendance fonctionnel ( DF ) en base de donnée . malgré ce diversité , le syntaxe des règle être toujours le même , seul son sémantique différer . pour un sémantique donner , en fonction des propriété induire , un technique algorithmique être mettre en oeuvre pour découvrir le règle à partir un donnée . A partir de un ensemble de règle , ilimp être aussi utile en pratique de raisonner sur ce règle , comme cela être le cas par exemple avec le axiome de Armstrong pour le dépendance fonctionnel . dans ce article , cln proposer un cadre qui permettre de clr assurer que un sémantique donner pour le règle être bien-formée , i.eès le axiome de Armstrong être juste et complet pour ce sémantique . le proposition faire dans ce papier provenir du contexte applicatif de le analyse de donnée de biopuce . A partir de plusieurs sémantique pour le donnée de expression de gène , cln montrer comment ce sémantique clr intégrer dans le cadre présenter . 	Marie Agier, Jean-Marc Petit	2005		1000207
734	Outil de classification et de visualisation de grands volumes de données mixtes	outil de classification et de visualisation de grand volume de donnée mixte  cln avoir concevoir un outil de classification de donnée original que cln détailler dans le présent article . ce outil comporter un module de création de résumé et un module de affichage . le module de visualisation permettre un lecture aisé des résumé grâce à un interface graphique évoluer permettre le présentation et le exploration des résumé sous forme de un hiérarchie de profil ou de un tableau de profil . chaque profil donner de manière clair le information relative au résumé de donnée correspondant . le lecture de le hiérarchie et du tableau être aussi grandement faciliter par le choix de un ordre optimal pour le présentation des variable et des résumé . 	Christophe Candillier, Noureddine Mouaddib	2005	@univ-nantes.fr, @univ-nantes.fr	1000369
735	Prise en compte des « Points de Vue » pour l'annotation d'un processus d'Extraction de Connaissances à partir de Données	prendre en compte des « point de Vue » pour le annotation de un processus de extraction de connaissance à partir de Données  dans ce article cln proposer un nouveau approche qui rendre expliciter le notion de point de vue dans un analyse multivues issue de un processus de extraction de connaissance à partir de Données ( ECD ) . par point de vue , cln entendre le vision particulier de un analyste lors de son processus ECD , vision référer à un corps de connaissance qui cld être spécifique . cln chercher , de un part , à faciliter le réutilisabilité et le adaptabilité du processus , et de autre part à garder un trace des point de vue sous-jacent aux analyse faire . le processus de ECD être voir comme un processus de génération et de transformation de vue qui être annoter par un métadonné pour garder le sémantique de le connaissance extraire . un positionnement de son approche vis-à-vis un travaux méthodologique du processus de ECD être donner . un élément de modélisation du processus ECD baser sur le point de vue être décrire au niveau ontologique . enfin , cln illustrer son approche sur le analyse des usages de un site web à partir un fichier logarithme , selon le point de vue fiabilité . 	Hicham Behja, Brigitte Trousse, Abdelaziz Marzak	2005	@inria.fr, @hotmail.com	1000263
